block size	1024	2048	3072	4096
912	0.933809	1.93949	2.86877	5.18536
920	0.940185	1.94884	2.88203	5.15652
928	0.939742	1.94974	2.88349	5.15591
936	0.941803	1.95419	2.88423	5.15555
944	0.942083	1.95451	2.88416	4.70979
952	0.94632	1.9621	2.89324	4.69859
960	0.947212	1.96347	2.89447	4.69045
968	0.947785	1.96448	2.89474	4.73785
976	0.947663	1.96464	2.89491	4.6902
984	0.947748	1.96442	2.89495	4.30934
992	0.947936	1.96514	2.89545	4.30866
1000	0.948406	1.96595	2.89725	4.30904
1008	0.948505	1.9661	2.897	4.30879
1016	0.948712	1.96619	2.89723	4.27444
1024	0.94888	1.96709	2.89748	3.82946
